task_id,global_sample_id,split,data_origin,domain,dashboard_id,chart_count,chart_types,instruction_type,num_operations,operations,propagation_scope,instruction,code_exists,pred_image_exists,pred_image_status,render_status,render_returncode,code_executability,code_quality,explicit_relation_label_available,low_level_edit_accuracy,relation_conditioned_fidelity,relation_scope_f1,relation_scope_accuracy,multi_chart_relation_accuracy,relation_edge_consistency,relation_edge_action_accuracy,relation_edge_endpoint_accuracy,visual_structural_similarity,preservation_accuracy,high_level_score,overall_score,relation_metric_applicable,operation_scores_json
synthetic_sample_920088,synthetic/sample_920088,synthetic,synthetic_relation_augmented_qc,cybersecurity,dashboard_aug_0295,4,hexbin;funnel;candlestick;sankey,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight South in red in every subplot where the label appears, but do not change any plotted values or labels in the other subplots.",1,1,1777x1184,ok,0,1.0,1.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.316374530394872,0.0,0.6336049251147348,0.0,0.0,1,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.004377328929539295, ""counterfactual_noop_mse"": 726.7573852539062, ""prediction_mse"": 24263.015625}, {""operation_index"": 2, ""operation"": ""preserve_data_values"", ""score"": 0.6336049251147348, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6336049251147348, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_920272,synthetic/sample_920272,synthetic,synthetic_relation_augmented_qc,education_assessment,dashboard_aug_0326,4,density;scatter;correlation_heatmap;violin,multi_chart_relation,2,rename_label;preserve_unrelated_charts,relation_augmented,"Across the related subplots, rename the visible label baseline to baseline (updated) everywhere it appears, and leave unrelated labels unchanged.",1,1,1784x1162,ok,0,1.0,1.0,1,0.34337756600993635,0.3494770663375013,0.8571428571428571,0.3412871623466503,0.3494770663375013,0.3617619223237778,0.0,0.3623655766667315,0.13798703873080884,0.7999775946430076,0.4415656022876743,0.407199789590466,1,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.34337756600993635, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.19926638719512196, ""counterfactual_noop_mse"": 11988.2001953125, ""prediction_mse"": 7871.72119140625}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7999775946430076, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
real_sample_001392,real/sample_001392,real,real,geophysical_events,dashboard_0092,4,violin;radar;line;grouped_bar,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,Smooth the third subplot with a 5-point rolling mean. Switch all numeric y-axes to a logarithmic scale. Keep unrelated panels as they are.,1,1,4838x2917,ok,0,1.0,1.0,0,0.22638167063286427,,,,,,,,0.09498467037396965,0.8178552997623356,0.27871798661286573,0.2551666444218651,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.01365546218487395, ""counterfactual_noop_mse"": 2544.14794921875, ""prediction_mse"": 2658.27392578125}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.45276334126572854, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0555984112394958, ""counterfactual_noop_mse"": 8734.7021484375, ""prediction_mse"": 4779.94921875}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.8178552997623356, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
real_sample_001283,real/sample_001283,real,real,owid,dashboard_0085,4,correlation_heatmap;radar;scatter;stacked_area,multi_step,3,filter_time_range;add_event_marker;preserve_unrelated_charts,relation_or_scope_aware,"Limit every time-series subplot to the period from 1918 through 1993. Place a red event marker at 1952 labeled ""Event 1952"" on every time-series chart. Do not alter charts that are outside the requested scope.",1,1,2384x1484,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.4654050059813772,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""filter_time_range"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.01851342429577465, ""counterfactual_noop_mse"": 2224.34912109375, ""prediction_mse"": 7489.04736328125}, {""operation_index"": 2, ""operation"": ""add_event_marker"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0007060592723004695, ""counterfactual_noop_mse"": 1037.9134521484375, ""prediction_mse"": 7940.27685546875}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.4654050059813772, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
real_sample_001330,real/sample_001330,real,real,world_bank,dashboard_0088,4,area;sankey;bubble;heatmap,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,"Apply a 5-point rolling mean to the first subplot. For charts with numeric y-values, display the y-axis on a logarithmic scale. Leave charts outside that scope unchanged.",1,1,2375x1484,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.6082635943154836,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.020567414906103285, ""counterfactual_noop_mse"": 3173.538330078125, ""prediction_mse"": 3400.919677734375}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.14960203931924881, ""counterfactual_noop_mse"": 2416.02001953125, ""prediction_mse"": 3042.325439453125}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6082635943154836, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
real_sample_002558,real/sample_002558,real,real,air_quality_environment,dashboard_0167,5,dual_axis_line_bar;funnel;bar;dot_plot;candlestick,multi_step,2,modify_color;modify_style,localized_or_single_chart,"Use red for every plotted instance of Wyoming. Make the subplot titles dark blue, and change the gridlines to a light dashed style. Do not modify the remaining charts.",1,0,missing,failed,1,0.0,0.75,0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0,[]
real_sample_001804,real/sample_001804,real,real,uci,dashboard_0119,4,box;bubble;heatmap;treemap,multi_step,2,delete_category_or_series;add_dashboard_title,global_dashboard,"Remove the visible category or series ""B"" from every chart where it is plotted. Add ""Uci Edited View"" as the main title for the whole dashboard. Keep unrelated chart content unchanged.",1,1,2374x1182,ok,0,1.0,1.0,0,0.11336684441773004,,,,,,,,0.0,0.708597535390914,0.0,0.051015079987978516,0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.0382172400210084, ""counterfactual_noop_mse"": 11877.470703125, ""prediction_mse"": 16109.541015625}, {""operation_index"": 2, ""operation"": ""add_dashboard_title"", ""score"": 0.22673368883546008, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.001838235294117647, ""counterfactual_noop_mse"": 21244.525390625, ""prediction_mse"": 16427.67578125}]"
real_sample_002323,real/sample_002323,real,real,uci,dashboard_0152,5,donut;choropleth_map;bubble;choropleth_map;histogram,multi_step,2,delete_category_or_series;add_dashboard_title,relation_or_scope_aware,"Exclude saab 99le wherever it appears as a plotted category or series. Add ""Uci Edited View"" as the main title for the whole dashboard. Do not modify the remaining charts.",1,1,4770x2363,ok,0,1.0,1.0,0,0.16953433239117782,,,,,,,,0.0,0.7005442839482003,0.0,0.07629044957603003,0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.33906866478235564, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.5, ""changed_pixel_rate"": 0.005067567567567568, ""counterfactual_noop_mse"": 9704.5859375, ""prediction_mse"": 6414.06494140625}, {""operation_index"": 2, ""operation"": ""add_dashboard_title"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.14771607545045046, ""counterfactual_noop_mse"": 10826.7763671875, ""prediction_mse"": 11061.822265625}]"
real_sample_001687,real/sample_001687,real,real,agriculture_food,dashboard_0111,4,grouped_bar;scatter;strip_plot;dot_plot,multi_step,3,adjust_top_k;add_trend_line;preserve_data_values,localized_or_single_chart,"In the first subplot, keep only the top 5 categories. Overlay a trend line on the second subplot. Keep all original data values intact. Do not modify the remaining charts.",1,1,2233x1483,ok,0,1.0,1.0,0,0.22570640368251066,,,,,,,,0.24624361049775828,0.7472857402720436,0.42896892516600554,0.33750079049843285,0,"[{""operation_index"": 1, ""operation"": ""adjust_top_k"", ""score"": 0.4514128073650213, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0464233765015015, ""counterfactual_noop_mse"": 17918.736328125, ""prediction_mse"": 9829.9892578125}, {""operation_index"": 2, ""operation"": ""add_trend_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0012317004504504504, ""counterfactual_noop_mse"": 4308.18896484375, ""prediction_mse"": 4534.55078125}, {""operation_index"": 3, ""operation"": ""preserve_data_values"", ""score"": 0.7472857402720436, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_001855,synthetic/sample_001855,synthetic,synthetic,air_quality,dashboard_0122,4,multi_line;horizontal_bar;lollipop;hexbin,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,"Apply a 5-point rolling mean to the first subplot. For charts with numeric y-values, display the y-axis on a logarithmic scale. Leave charts outside that scope unchanged.",1,1,4468x2968,ok,0,1.0,1.0,0,0.025463204310682427,,,,,,,,0.06053713439550174,0.5795094809117189,0.18730147711489137,0.11447425435299735,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.015707064075630252, ""counterfactual_noop_mse"": 2721.564208984375, ""prediction_mse"": 2964.865478515625}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.050926408621364855, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.021049435399159665, ""counterfactual_noop_mse"": 2985.542724609375, ""prediction_mse"": 2833.499755859375}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.5795094809117189, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_001998,synthetic/sample_001998,synthetic,synthetic,manufacturing_quality,dashboard_0131,4,dual_axis_line_bar;candlestick;multi_line;horizontal_bar,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,Smooth the first subplot with a 5-point rolling mean. Switch all numeric y-axes to a logarithmic scale. Keep unrelated panels as they are.,1,1,4464x2968,ok,0,1.0,1.0,0,0.18954912994834508,,,,,,,,0.01943349832443569,0.6866673392109769,0.11551774143395131,0.1488318662654285,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.3013712684792928, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.01734013918067227, ""counterfactual_noop_mse"": 4069.050537109375, ""prediction_mse"": 2842.755615234375}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.07772699141739736, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.08044741334033613, ""counterfactual_noop_mse"": 3796.145751953125, ""prediction_mse"": 3501.082763671875}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6866673392109769, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_001981,synthetic/sample_001981,synthetic,synthetic,housing_market,dashboard_0130,4,correlation_heatmap;radar;funnel;area,multi_step,3,filter_time_range;add_event_marker;preserve_unrelated_charts,relation_or_scope_aware,"Limit every time-series subplot to the period from 2000 through 2020. Place a red event marker at 2008 labeled ""Event 2008"" on every time-series chart. Do not alter charts that are outside the requested scope.",1,1,4769x2966,ok,0,1.0,1.0,0,0.41308414674531646,,,,,,,,0.06331419035356693,0.37011383538705755,0.15307990667029067,0.2700818147040523,0,"[{""operation_index"": 1, ""operation"": ""filter_time_range"", ""score"": 0.3000915216306299, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.016166006455399062, ""counterfactual_noop_mse"": 4589.29248046875, ""prediction_mse"": 3212.084716796875}, {""operation_index"": 2, ""operation"": ""add_event_marker"", ""score"": 0.526076771860003, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.03527545481220657, ""counterfactual_noop_mse"": 6890.21484375, ""prediction_mse"": 3265.432861328125}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.37011383538705755, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_003088,synthetic/sample_003088,synthetic,synthetic,game_analytics,dashboard_0200,5,waterfall;histogram;violin;dual_axis_line_bar;horizontal_bar,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,"In the fourth subplot, use a 5-point rolling mean. Use a logarithmic y-axis on every chart where the y-axis is numeric. Do not alter charts that are outside the requested scope.",1,1,4464x2922,ok,0,1.0,1.0,0,0.16227650875641664,,,,,,,,0.019771364659396298,0.7726547312844683,0.12359789014393846,0.14100326851955364,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.20634209439995546, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.012114653716216216, ""counterfactual_noop_mse"": 3490.58154296875, ""prediction_mse"": 2770.32763671875}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.1182109231128778, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.21196684966216217, ""counterfactual_noop_mse"": 7143.31591796875, ""prediction_mse"": 6298.89794921875}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7726547312844683, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_003134,synthetic/sample_003134,synthetic,synthetic,manufacturing_quality,dashboard_0203,5,box;donut;sankey;line;multi_line,multi_step,3,filter_time_range;add_event_marker;preserve_unrelated_charts,relation_or_scope_aware,"Show only 2000 through 2020 in each time-series subplot. Add a red vertical marker at 2008 labeled ""Event 2008"" to every time-series subplot. Keep unrelated panels as they are.",1,1,4269x2096,ok,0,1.0,1.0,0,0.0,,,,,,,,0.037775657455615334,0.7792878405892961,0.17157537855248176,0.09436645820386497,0,"[{""operation_index"": 1, ""operation"": ""filter_time_range"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0333251953125, ""counterfactual_noop_mse"": 3027.65283203125, ""prediction_mse"": 3457.889404296875}, {""operation_index"": 2, ""operation"": ""add_event_marker"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.025929768880208332, ""counterfactual_noop_mse"": 2512.563720703125, ""prediction_mse"": 3705.166015625}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7792878405892961, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_003151,synthetic/sample_003151,synthetic,synthetic,media_streaming,dashboard_0204,5,correlation_heatmap;radar;funnel;area;pie,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,Smooth the fourth subplot with a 5-point rolling mean. Switch all numeric y-axes to a logarithmic scale. Keep unrelated panels as they are.,1,1,4768x2968,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.6234218632849065,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.025487401463963964, ""counterfactual_noop_mse"": 2127.439453125, ""prediction_mse"": 3951.561767578125}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.025522592905405407, ""counterfactual_noop_mse"": 2685.882568359375, ""prediction_mse"": 3951.01513671875}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6234218632849065, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_003544,synthetic/sample_003544,synthetic,synthetic,nonprofit_programs,dashboard_0229,5,pie;treemap;gantt;stacked_area;ecdf,multi_step,3,filter_time_range;add_event_marker;preserve_unrelated_charts,relation_or_scope_aware,"Limit every time-series subplot to the period from 2000 through 2020. Place a red event marker at 2008 labeled ""Event 2008"" on every time-series chart. Do not alter charts that are outside the requested scope.",1,1,2384x1483,ok,0,1.0,1.0,0,0.0,,,,,,,,0.043338197383833404,0.6127374237193128,0.16295685138590874,0.08962626826224981,0,"[{""operation_index"": 1, ""operation"": ""filter_time_range"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.012710813492063492, ""counterfactual_noop_mse"": 4338.09716796875, ""prediction_mse"": 4783.92138671875}, {""operation_index"": 2, ""operation"": ""add_event_marker"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.04192088293650793, ""counterfactual_noop_mse"": 5117.5087890625, ""prediction_mse"": 5147.9091796875}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6127374237193128, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_003183,synthetic/sample_003183,synthetic,synthetic,public_safety,dashboard_0206,5,treemap;gantt;stacked_area;stacked_horizontal_bar;horizontal_bar,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,"In the third subplot, use a 5-point rolling mean. Use a logarithmic y-axis on every chart where the y-axis is numeric. Do not alter charts that are outside the requested scope.",1,1,4463x3555,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.42486608605839443,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.045594800420168065, ""counterfactual_noop_mse"": 1732.13525390625, ""prediction_mse"": 4587.51904296875}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.061703978466386554, ""counterfactual_noop_mse"": 10100.869140625, ""prediction_mse"": 14264.880859375}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.42486608605839443, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_003198,synthetic/sample_003198,synthetic,synthetic,renewable_grid,dashboard_0207,5,choropleth_map;step_line;grouped_bar;dot_plot;lollipop,multi_step,3,filter_time_range;add_event_marker;preserve_unrelated_charts,relation_or_scope_aware,"For all time-series panels, restrict the x-axis range to 2000-2020. Mark 2008 with a red vertical line labeled ""Event 2008"" in all time-series panels. Leave charts outside that scope unchanged.",1,1,2291x1279,ok,0,1.0,1.0,0,0.012570670070467818,,,,,,,,0.04005745503390861,0.6353294046123971,0.15952955543403557,0.09339805702043008,0,"[{""operation_index"": 1, ""operation"": ""filter_time_range"", ""score"": 0.0229423522783905, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.013936360677083334, ""counterfactual_noop_mse"": 5408.3203125, ""prediction_mse"": 5284.24072265625}, {""operation_index"": 2, ""operation"": ""add_event_marker"", ""score"": 0.002198987862545136, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.013051350911458334, ""counterfactual_noop_mse"": 2323.84521484375, ""prediction_mse"": 2318.735107421875}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6353294046123971, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_003215,synthetic/sample_003215,synthetic,synthetic,research_lab,dashboard_0208,5,line;bar;proportional_bar;bubble;scatter,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,Smooth the first subplot with a 5-point rolling mean. Switch all numeric y-axes to a logarithmic scale. Keep unrelated panels as they are.,1,1,2233x1483,ok,0,1.0,1.0,0,0.0,,,,,,,,0.002142909111331871,0.7510740178556721,0.04011836681804926,0.022065101749927096,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.01803561373873874, ""counterfactual_noop_mse"": 4936.43212890625, ""prediction_mse"": 5212.30126953125}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.05639428490990991, ""counterfactual_noop_mse"": 11555.31640625, ""prediction_mse"": 11803.9306640625}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7510740178556721, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_920423,synthetic/sample_920423,synthetic,synthetic_relation_augmented_qc,disaster_response,dashboard_aug_0351,5,sankey;ecdf;histogram;contour_density;grouped_bar,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,1,4467x2368,ok,0,1.0,1.0,1,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.3344311807304621,0.0,0.7379234312246472,0.0,0.0,1,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0014132367886178863, ""counterfactual_noop_mse"": 5126.73779296875, ""prediction_mse"": 6722.6103515625}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7379234312246472, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_900072,synthetic/sample_900072,synthetic,synthetic_augmented_qc,financial_risk,dashboard_aug_0015,5,choropleth_map;gantt;funnel;line;multi_line,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label West with West (updated) wherever it appears.,1,1,4467x2968,ok,0,1.0,1.0,0,0.23116150534922753,,,,,,,,0.03777808481714841,0.7398873925459111,0.16718710677183873,0.19597558613166371,0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.23116150534922753, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.08406377032520325, ""counterfactual_noop_mse"": 9278.318359375, ""prediction_mse"": 7133.5283203125}]"
synthetic_sample_910081,synthetic/sample_910081,synthetic,synthetic_augmented_qc,library_services,dashboard_aug_0137,5,hexbin;line;gantt;stacked_horizontal_bar;candlestick,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series baseline from the dashboard wherever it is plotted.,1,1,4767x2968,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.7075302904112305,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.09688611534552846, ""counterfactual_noop_mse"": 10803.857421875, ""prediction_mse"": 10851.5703125}]"
synthetic_sample_910064,synthetic/sample_910064,synthetic,synthetic_augmented_qc,labor_market,dashboard_aug_0133,5,contour_density;density;funnel;dual_axis_line_bar;step_line,single_step,1,change_chart_type,localized_or_single_chart,Redraw Labor Market view 1: contour density as a bar chart while keeping the same data.,1,1,1876x1279,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.716150497102193,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""change_chart_type"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.18213287601626016, ""counterfactual_noop_mse"": 9036.0927734375, ""prediction_mse"": 12575.7822265625}]"
synthetic_sample_910106,synthetic/sample_910106,synthetic,synthetic_augmented_qc,marine_shipping,dashboard_aug_0142,5,stacked_area;strip_plot;choropleth_map;funnel;waterfall,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series risk from the dashboard wherever it is plotted.,1,1,4435x2968,ok,0,1.0,1.0,0,0.39154573558901073,,,,,,,,0.06217525977297813,0.6853701335364465,0.20642932469314837,0.28973170959628647,0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.39154573558901073, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.012655614837398374, ""counterfactual_noop_mse"": 7379.4697265625, ""prediction_mse"": 4490.06982421875}]"
synthetic_sample_910277,synthetic/sample_910277,synthetic,synthetic_augmented_qc,electric_vehicle_market,dashboard_aug_0176,6,bubble;ecdf;sankey;error_bar;dual_axis_line_bar;box,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label risk with risk (updated) wherever it appears.,1,1,4456x2922,ok,0,1.0,1.0,0,0.2526310369596225,,,,,,,,0.04351738465325312,0.8440459592040265,0.19165247890832407,0.2190928300314084,0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.2526310369596225, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.14058530233739838, ""counterfactual_noop_mse"": 5737.36328125, ""prediction_mse"": 4287.92724609375}]"
