task_id,global_sample_id,split,data_origin,domain,dashboard_id,chart_count,chart_types,instruction_type,num_operations,operations,propagation_scope,instruction,code_exists,pred_image_exists,pred_image_status,render_status,render_returncode,code_executability,code_quality,explicit_relation_label_available,overall_score,low_level_edit_accuracy,high_level_score,relation_conditioned_fidelity,multi_chart_relation_accuracy,relation_scope_f1,relation_scope_accuracy,relation_expected_edit_fidelity,relation_nonaffected_preservation,relation_label_visual_coverage,relation_labeled_endpoint_count,visual_structural_similarity,preservation_accuracy,full_ssim,noop_full_ssim,full_ssim_improvement,full_mse,full_mae,edit_visual_score,noop_edit_mse,pred_edit_mse,preserve_mae,preserve_changed_pixel_rate,affected_chart_f1,affected_chart_precision,affected_chart_recall,reference_affected_cells,predicted_affected_cells,matched_affected_cells,affected_region_similarity,reference_affected_chart_ids_json,predicted_affected_chart_ids_json,relation_edge_consistency,relation_edge_action_accuracy,relation_edge_endpoint_accuracy,relation_edge_check_count,relation_node_fidelities_json,relation_metric_applicable,layout_id,canvas_aspect_score,metric_width,metric_height,target_changed_pixel_rate,operation_count,counterfactual_operation_count,scorable_edit_operation_count,counterfactual_coverage,operation_scores_json,charteditor_full_rarm,charteditor_edit_rarm,charteditor_full_layout,charteditor_full_text,charteditor_edit_layout,charteditor_edit_text
synthetic_sample_920423,synthetic/sample_920423,synthetic,synthetic_relation_augmented_qc,disaster_response,dashboard_aug_0351,5,sankey;ecdf;histogram;contour_density;grouped_bar,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,1,4782x2861,ok,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.595934696495533,1.0,1,0.0,0.6754987893245282,0.5182228491238833,0.9961412704919835,0.0,2455.106689453125,24.87584686279297,0.0,5126.73779296875,7989.28076171875,24.80591583251953,0.29746211458648053,0.33333333333333337,0.2,1.0,1,5,1,0.0,"[""chart_5""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]",0.0,0.0,0.2979673482477665,4,"{""chart_1"": 0.8299103826284409, ""chart_2"": 0.8103090673685074, ""chart_3"": 0.57213094830513, ""chart_4"": 0.1713883876800537, ""chart_5"": 0.0}",1,regular_grid,0.41431609564004235,512,246,0.0014132367886178863,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0014132367886178863, ""counterfactual_noop_mse"": 5126.73779296875, ""prediction_mse"": 7989.28076171875}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6754987893245282, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_900072,synthetic/sample_900072,synthetic,synthetic_augmented_qc,financial_risk,dashboard_aug_0015,5,choropleth_map;gantt;funnel;line;multi_line,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label West with West (updated) wherever it appears.,1,1,5353x2951,ok,0,1.0,1.0,0,0.10423719949951551,0.07149080549222303,0.13102970368730024,,,,,,,,,0.02465349670611004,0.6964035752432087,0.4615061592998047,0.8027956012921872,0.0,4752.29736328125,30.150678634643555,0.07149080549222303,9278.318359375,8615.00390625,27.24620819091797,0.2512568912312333,1.0,1.0,1.0,5,5,5,0.13045775061344117,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]",,,,0,"{""chart_1"": 0.32340652240550505, ""chart_2"": 0.0, ""chart_3"": 0.0, ""chart_4"": 0.1814024883411092, ""chart_5"": 0.14747974232059163}",0,regular_grid,0.5747474922676575,512,246,0.08406377032520325,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.07149080549222303, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.08406377032520325, ""counterfactual_noop_mse"": 9278.318359375, ""prediction_mse"": 8615.00390625}]",,,,,,
synthetic_sample_910081,synthetic/sample_910081,synthetic,synthetic_augmented_qc,library_services,dashboard_aug_0137,5,hexbin;line;gantt;stacked_horizontal_bar;candlestick,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series baseline from the dashboard wherever it is plotted.,1,1,5367x2861,ok,0,1.0,1.0,0,0.2679519404517058,0.25647406028120384,0.27734293331848003,,,,,,,,,0.10116134549837542,0.760360612868026,0.4150416448135666,0.8276076582314036,0.0,2274.58154296875,23.388587951660156,0.25647406028120384,10803.857421875,8032.9482421875,19.034828186035156,0.21487661429990593,1.0,1.0,1.0,5,5,5,0.1171917394018154,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]",,,,0,"{""chart_1"": 0.34359058919137, ""chart_2"": 0.0, ""chart_3"": 0.0194834849054863, ""chart_4"": 0.22288462291222075, ""chart_5"": 0.0}",0,regular_grid,0.6573851652382824,512,246,0.09688611534552846,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.25647406028120384, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.09688611534552846, ""counterfactual_noop_mse"": 10803.857421875, ""prediction_mse"": 8032.9482421875}]",,,,,,
synthetic_sample_910064,synthetic/sample_910064,synthetic,synthetic_augmented_qc,labor_market,dashboard_aug_0133,5,contour_density;density;funnel;dual_axis_line_bar;step_line,single_step,1,change_chart_type,localized_or_single_chart,Redraw Labor Market view 1: contour density as a bar chart while keeping the same data.,1,1,5367x2968,ok,0,1.0,1.0,0,0.0,0.0,0.0,,,,,,,,,0.0,0.6821273694190035,0.3814006083329084,0.6991900314244929,0.0,4242.97509765625,33.7674674987793,0.0,9036.0927734375,12038.3154296875,23.619659423828125,0.2959363957597173,1.0,1.0,1.0,5,5,5,0.19990334896152284,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]",,,,0,"{""chart_1"": 0.0, ""chart_2"": 0.4206069989464449, ""chart_3"": 0.0, ""chart_4"": 0.30424113678211023, ""chart_5"": 0.2746686090790591}",0,regular_grid,0.5675913185867476,512,246,0.18213287601626016,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""change_chart_type"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.18213287601626016, ""counterfactual_noop_mse"": 9036.0927734375, ""prediction_mse"": 12038.3154296875}]",,,,,,
synthetic_sample_910106,synthetic/sample_910106,synthetic,synthetic_augmented_qc,marine_shipping,dashboard_aug_0142,5,stacked_area;strip_plot;choropleth_map;funnel;waterfall,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series risk from the dashboard wherever it is plotted.,1,1,5360x2861,ok,0,1.0,1.0,0,0.33276245707244434,0.3727677227400713,0.3000308760716586,,,,,,,,,0.14626561043053224,0.6154456015420015,0.5428077452696968,0.9681001709034436,0.0,3175.17236328125,30.334314346313477,0.3727677227400713,7379.4697265625,4628.6416015625,30.13221549987793,0.3475851975747439,0.33333333333333337,0.2,1.0,1,5,1,0.3727677227400713,"[""chart_2""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]",,,,0,"{""chart_1"": 0.42279917001724243, ""chart_2"": 0.3727677227400713, ""chart_3"": 0.2135867476463318, ""chart_4"": 0.303860068321228, ""chart_5"": 0.5181342661380768}",0,regular_grid,0.6539622464957996,512,246,0.012655614837398374,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.3727677227400713, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.012655614837398374, ""counterfactual_noop_mse"": 7379.4697265625, ""prediction_mse"": 4628.6416015625}]",,,,,,
synthetic_sample_910277,synthetic/sample_910277,synthetic,synthetic_augmented_qc,electric_vehicle_market,dashboard_aug_0176,6,bubble;ecdf;sankey;error_bar;dual_axis_line_bar;box,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label risk with risk (updated) wherever it appears.,1,1,5364x2968,ok,0,1.0,1.0,0,0.2755506524901657,0.27091536086439966,0.27934316382033786,,,,,,,,,0.09205541078943355,0.8476699251459208,0.3967592997049535,0.6448880094454723,0.0,1407.333984375,16.875349044799805,0.27091536086439966,5737.36328125,4183.0234375,12.047472953796387,0.1369393505473694,1.0,1.0,1.0,6,6,6,0.24951187043840892,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.0, ""chart_2"": 0.2979294781280473, ""chart_3"": 0.08923441373781028, ""chart_4"": 0.4144894687263088, ""chart_5"": 0.27823966496180896, ""chart_6"": 0.417178197076478}",0,regular_grid,0.566323312784946,512,246,0.14058530233739838,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.27091536086439966, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.14058530233739838, ""counterfactual_noop_mse"": 5737.36328125, ""prediction_mse"": 4183.0234375}]",,,,,,
synthetic_sample_910056,synthetic/sample_910056,synthetic,synthetic_augmented_qc,medical_trials,dashboard_aug_0132,6,funnel;ecdf;choropleth_map;pie;donut;waterfall,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series North from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_910115,synthetic/sample_910115,synthetic,synthetic_augmented_qc,municipal_budget,dashboard_aug_0143,6,pie;radar;gantt;dual_axis_line_bar;stacked_bar;bar,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label risk with risk (updated) wherever it appears.,1,1,5367x2968,ok,0,1.0,1.0,0,0.2840571302476533,0.3246395093671729,0.25085336551350085,,,,,,,,,0.11055754031224108,0.5691824439267366,0.39704479299080775,0.9946196915204086,0.0,3939.28076171875,32.63029479980469,0.3246395093671729,8102.25927734375,5471.94580078125,32.57796096801758,0.39729766290811575,0.2857142857142857,0.16666666666666666,1.0,1,6,1,0.3246395093671729,"[""chart_2""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.45475536584854126, ""chart_2"": 0.3246395093671729, ""chart_3"": 0.6589048206806183, ""chart_4"": 0.42321765422821045, ""chart_5"": 0.3381018042564392, ""chart_6"": 0.3658903241157532}",0,regular_grid,0.5675913185867476,512,246,0.0022468877032520325,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.3246395093671729, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0022468877032520325, ""counterfactual_noop_mse"": 8102.25927734375, ""prediction_mse"": 5471.94580078125}]",,,,,,
synthetic_sample_910267,synthetic/sample_910267,synthetic,synthetic_augmented_qc,museum_attendance,dashboard_aug_0174,6,stacked_area;horizontal_bar;correlation_heatmap;strip_plot;area;histogram,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series South from the dashboard wherever it is plotted.,1,1,5367x2968,ok,0,1.0,1.0,0,0.15219016565594218,0.14192768360754132,0.16058674187736102,,,,,,,,,0.04833415264966026,0.5335378868376095,0.34510345884608745,0.7379209283238353,0.0,4875.44921875,41.35939025878906,0.14192768360754132,9331.1474609375,8006.79931640625,36.58652877807617,0.42137537073594067,1.0,1.0,1.0,6,6,6,0.11543238917440828,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.39266750503140224, ""chart_2"": 0.13284955235337906, ""chart_3"": 0.0, ""chart_4"": 0.16707727766166836, ""chart_5"": 0.0, ""chart_6"": 0.0}",0,regular_grid,0.5675913185867476,512,246,0.16746855945121952,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.14192768360754132, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.16746855945121952, ""counterfactual_noop_mse"": 9331.1474609375, ""prediction_mse"": 8006.79931640625}]",,,,,,
synthetic_sample_900024,synthetic/sample_900024,synthetic,synthetic_augmented_qc,retail_ecommerce,dashboard_aug_0005,6,ecdf;violin;box;correlation_heatmap;strip_plot;heatmap,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label risk with risk (updated) wherever it appears.,1,1,5367x2969,ok,0,1.0,1.0,0,0.1060806444602311,0.07428276537071511,0.1320970909880169,,,,,,,,,0.025263286879390872,0.6907114474376403,0.33411262714318996,0.6973854153029937,0.0,3338.04443359375,28.344867706298828,0.07428276537071511,7987.57763671875,7394.23828125,24.203548431396484,0.2797634561288409,1.0,1.0,1.0,6,6,6,0.21046669728789827,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.4856759063564802, ""chart_2"": 0.22659138847848218, ""chart_3"": 0.3713060109473661, ""chart_4"": 0.13416124818164582, ""chart_5"": 0.045065629763415424, ""chart_6"": 0.0}",0,regular_grid,0.566827014613508,512,246,0.11657615599593496,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.07428276537071511, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.11657615599593496, ""counterfactual_noop_mse"": 7987.57763671875, ""prediction_mse"": 7394.23828125}]",,,,,,
synthetic_sample_910749,synthetic/sample_910749,synthetic,synthetic_augmented_qc,telecom_network,dashboard_aug_0270,6,dual_axis_line_bar;funnel;lollipop;correlation_heatmap;radar;candlestick,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series Central from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_910093,synthetic/sample_910093,synthetic,synthetic_augmented_qc,semiconductor_supply,dashboard_aug_0139,6,scatter;donut;funnel;line;step_line;grouped_bar,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label Metro with Metro (updated) wherever it appears.,1,1,5367x2968,ok,0,1.0,1.0,0,0.07426135179481894,0.044491493957209874,0.09861850820740817,,,,,,,,,0.015151791432640239,0.6418785662600637,0.33602328119300395,0.8353837954473683,0.0,5326.75927734375,35.8912353515625,0.044491493957209874,9271.0400390625,8858.5576171875,32.945133209228516,0.29098731688811097,0.9090909090909091,0.8333333333333334,1.0,5,6,5,0.04424566465983419,"[""chart_1"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.0, ""chart_2"": 0.0, ""chart_3"": 0.0, ""chart_4"": 0.0, ""chart_5"": 0.04106171596235939, ""chart_6"": 0.18016660733681156}",0,regular_grid,0.5675913185867476,512,246,0.0791650787601626,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.044491493957209874, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0791650787601626, ""counterfactual_noop_mse"": 9271.0400390625, ""prediction_mse"": 8858.5576171875}]",,,,,,
synthetic_sample_910300,synthetic/sample_910300,synthetic,synthetic_augmented_qc,urban_mobility,dashboard_aug_0180,6,area;correlation_heatmap;sankey;choropleth_map;proportional_bar;lollipop,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series Central from the dashboard wherever it is plotted.,1,1,5377x2861,ok,0,1.0,1.0,0,0.14600055210881202,0.11968118323642729,0.1675345811862177,,,,,,,,,0.04755878913658735,0.5901713732162404,0.3749240149676032,0.661296119874684,0.0,5271.9833984375,43.45196533203125,0.11968118323642729,9241.998046875,8135.90478515625,37.396461486816406,0.33504673366329674,1.0,1.0,1.0,6,6,6,0.1405226839299712,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.0, ""chart_2"": 0.0, ""chart_3"": 0.0, ""chart_4"": 0.2690140243647607, ""chart_5"": 0.21540980046422825, ""chart_6"": 0.3587122787508382}",0,regular_grid,0.6622983364426931,512,246,0.20916698424796748,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.11968118323642729, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.20916698424796748, ""counterfactual_noop_mse"": 9241.998046875, ""prediction_mse"": 8135.90478515625}]",,,,,,
synthetic_sample_900114,synthetic/sample_900114,synthetic,synthetic_augmented_qc,space_mission_ops,dashboard_aug_0023,6,radar;treemap;sankey;choropleth_map;candlestick;error_bar,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label baseline with baseline (updated) wherever it appears.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_910186,synthetic/sample_910186,synthetic,synthetic_augmented_qc,water_infrastructure,dashboard_aug_0158,6,contour_density;radar;candlestick;gantt;waterfall;area,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series North from the dashboard wherever it is plotted.,1,1,5376x2967,ok,0,1.0,1.0,0,0.0,0.0,0.0,,,,,,,,,0.0,0.5737367213643869,0.345662678654113,0.7884828173562898,0.0,4737.7197265625,37.86680221557617,0.0,6514.03271484375,8261.8291015625,33.662994384765625,0.3835257035100345,1.0,1.0,1.0,6,6,6,0.039395725046603575,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.0, ""chart_2"": 0.23637435027962145, ""chart_3"": 0.0, ""chart_4"": 0.0, ""chart_5"": 0.0, ""chart_6"": 0.0}",0,regular_grid,0.5721788551367946,512,246,0.12846957571138212,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.12846957571138212, ""counterfactual_noop_mse"": 6514.03271484375, ""prediction_mse"": 8261.8291015625}]",,,,,,
synthetic_sample_900316,synthetic/sample_900316,synthetic,synthetic_augmented_qc,sports_performance,dashboard_aug_0064,6,stacked_horizontal_bar;lollipop;stacked_bar;waterfall;dot_plot;proportional_bar,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label Metro with Metro (updated) wherever it appears.,1,1,5384x2982,ok,0,1.0,1.0,0,0.0777961151019466,0.049574473391924376,0.10088654922832842,,,,,,,,,0.016778918241203648,0.6066002389954909,0.3173392969277501,0.4431778934118505,0.0,8265.48046875,51.01403045654297,0.049574473391924376,14016.869140625,13321.990234375,41.311092376708984,0.28536287926955106,1.0,1.0,1.0,6,6,6,0.186220384729998,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6""]",,,,0,"{""chart_1"": 0.12144756363349699, ""chart_2"": 0.3965315216763125, ""chart_3"": 0.0, ""chart_4"": 0.17818061993128037, ""chart_5"": 0.4200905677974731, ""chart_6"": 0.001072035341424869}",0,regular_grid,0.5640980492975818,512,246,0.23827331046747968,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.049574473391924376, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.23827331046747968, ""counterfactual_noop_mse"": 14016.869140625, ""prediction_mse"": 13321.990234375}]",,,,,,
synthetic_sample_910618,synthetic/sample_910618,synthetic,synthetic_augmented_qc,transport_safety,dashboard_aug_0244,7,choropleth_map;grouped_bar;hexbin;heatmap;stacked_area;donut;sankey,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series Metro from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_900146,synthetic/sample_900146,synthetic,synthetic_augmented_qc,supply_chain,dashboard_aug_0030,6,violin;strip_plot;box;heatmap;density;ecdf,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label growth with growth (updated) wherever it appears.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_005238,synthetic/sample_005238,synthetic,synthetic,tourism_hospitality,dashboard_0334,7,stacked_bar;waterfall;histogram;violin;dual_axis_line_bar;candlestick;density,single_step,1,change_chart_type,localized_or_single_chart,Change the first subplot to a bar chart and preserve the data shown in the original stacked bar chart.,1,1,5367x3431,ok,0,1.0,1.0,0,0.367087616346137,0.3972174888850569,0.342435902450657,,,,,,,,,0.1685231459809384,0.6958233933068126,0.39938805095015106,0.8227561740683105,0.0,3632.638671875,30.82823371887207,0.3972174888850569,16955.724609375,10220.6142578125,23.42769432067871,0.2776561279500083,0.25,0.14285714285714285,1.0,1,7,1,0.39701970822521043,"[""chart_1""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6"", ""chart_7""]",,,,0,"{""chart_1"": 0.39701970822521043, ""chart_2"": 0.4404544234275818, ""chart_3"": 0.3056928515434265, ""chart_4"": 0.9886227264427859, ""chart_5"": 0.6567651927471161, ""chart_6"": 0.8317162245512009, ""chart_7"": 0.9439295344054699}",0,left_focus,0.7070985488494107,512,357,0.14551601890756302,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""change_chart_type"", ""score"": 0.3972174888850569, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.14551601890756302, ""counterfactual_noop_mse"": 16955.724609375, ""prediction_mse"": 10220.6142578125}]",,,,,,
synthetic_sample_910498,synthetic/sample_910498,synthetic,synthetic_augmented_qc,climate_resilience,dashboard_aug_0220,7,dual_axis_line_bar;choropleth_map;proportional_bar;treemap;box;ecdf;correlation_heatmap,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series risk from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_900457,synthetic/sample_900457,synthetic,synthetic_augmented_qc,air_quality,dashboard_aug_0092,7,sankey;radar;dual_axis_line_bar;treemap;choropleth_map;error_bar;candlestick,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label baseline with baseline (updated) wherever it appears.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_910395,synthetic/sample_910395,synthetic,synthetic_augmented_qc,cultural_events,dashboard_aug_0199,7,line;grouped_bar;heatmap;histogram;gantt;area;correlation_heatmap,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series baseline from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_900153,synthetic/sample_900153,synthetic,synthetic_augmented_qc,cybersecurity,dashboard_aug_0031,7,pie;radar;treemap;correlation_heatmap;donut;error_bar;dual_axis_line_bar,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label West with West (updated) wherever it appears.,1,1,4767x3563,ok,0,1.0,1.0,0,0.1875107771262522,0.13529577873423998,0.23023213944698948,,,,,,,,,0.06990090541277834,0.7583140407312666,0.5982815983926958,0.8342949711891918,0.0,2257.9794921875,22.84137725830078,0.13529577873423998,6933.828125,5995.71044921875,20.091007232666016,0.21072766123658754,0.8333333333333333,0.7142857142857143,1.0,5,7,5,0.22512726411024522,"[""chart_1"", ""chart_3"", ""chart_4"", ""chart_6"", ""chart_7""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5"", ""chart_6"", ""chart_7""]",,,,0,"{""chart_1"": 0.0, ""chart_2"": 0.6932463645935059, ""chart_3"": 0.0, ""chart_4"": 0.4409245158041359, ""chart_5"": 0.0, ""chart_6"": 0.3221905525886667, ""chart_7"": 0.3625212521584236}",0,regular_grid,0.8610875380682783,512,369,0.07852726964769648,1,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.13529577873423998, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.07852726964769648, ""counterfactual_noop_mse"": 6933.828125, ""prediction_mse"": 5995.71044921875}]",,,,,,
synthetic_sample_910122,synthetic/sample_910122,synthetic,synthetic_augmented_qc,hospital_operations,dashboard_aug_0145,7,proportional_bar;density;candlestick;choropleth_map;correlation_heatmap;bar;multi_line,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series risk from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_900010,synthetic/sample_900010,synthetic,synthetic_augmented_qc,education_assessment,dashboard_aug_0002,7,stacked_area;stacked_bar;horizontal_bar;bar;stacked_horizontal_bar;area;grouped_bar,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label North with North (updated) wherever it appears.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
synthetic_sample_910604,synthetic/sample_910604,synthetic,synthetic_augmented_qc,labor_market,dashboard_aug_0241,7,dot_plot;funnel;correlation_heatmap;radar;strip_plot;stacked_area;candlestick,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series priority from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,[],,,,,,
